Date,State,Unemployment_Rate,Labour_Participation_Rate,Employment_Rate,Estimated_Employed,Estimated_Unemployed,Region
2023-04-10,Punjab,8.38,52.71,48.29,1547021,141456,North
2023-04-10,Rajasthan,25.09,48.72,36.5,930894,311750,North
2023-04-10,Sikkim,3.84,46.19,44.42,1736923,69271,Northeast
2023-04-10,Tamil Nadu,3.77,53.72,51.69,389265,15242,South
2023-04-10,Telangana,5.52,46.26,43.7,2013739,117543,South
2023-04-10,Tripura,10.38,42.25,37.86,774145,89668,Northeast
2023-04-10,Uttar Pradesh,6.9,52.48,48.86,1473916,109278,North
2023-04-10,Uttarakhand,4.09,38.27,36.71,1775432,75647,North
2023-04-10,West Bengal,6.37,44.41,41.58,1336616,90885,East
2023-04-10,Delhi,15.23,53.85,45.65,1410908,253434,North
2023-04-10,Jammu & Kashmir,13.11,40.14,34.88,1087542,164044,North
2023-05-10,Andhra Pradesh,6.27,52.96,49.64,1697137,113509,South
2023-05-10,Arunachal Pradesh,5.51,53.29,50.35,1664471,97084,Northeast
2023-05-10,Assam,7.95,41.43,38.14,1750312,151231,Northeast
2023-05-10,Bihar,9.86,50.93,45.91,1626865,177875,East
2023-05-10,Chhattisgarh,5.24,50.86,48.2,1269326,70170,Central
2023-05-10,Goa,8.91,41.84,38.11,1248056,122067,West
2023-05-10,Gujarat,3.8,45.97,44.22,515531,20339,West
2023-05-10,Haryana,18.47,54.74,44.63,643047,145709,North
2023-05-10,Himachal Pradesh,7.34,51.07,47.33,1142822,90500,North
2023-05-10,Jharkhand,7.68,47.61,43.96,261331,21742,East
2023-05-10,Karnataka,3.02,51.88,50.31,2255898,70321,South
2023-05-10,Kerala,11.17,39.47,35.07,1024861,128819,South
2023-05-10,Madhya Pradesh,4.61,52.1,49.7,547546,26432,Central
2023-05-10,Maharashtra,6.98,53.9,50.14,1946148,145995,West
2023-05-10,Manipur,12.9,44.18,38.48,1816827,269169,Northeast
2023-05-10,Meghalaya,5.9,42.68,40.16,801193,50269,Northeast
2023-05-10,Mizoram,4.08,53.8,51.6,733588,31236,Northeast
2023-05-10,Nagaland,20.89,51.57,40.8,1559809,411792,Northeast
2023-05-10,Odisha,5.34,42.81,40.52,757822,42757,East
2023-05-10,Punjab,7.57,54.71,50.57,1715535,140503,North
2023-05-10,Rajasthan,26.34,45.39,33.43,1475330,527554,North
2023-05-10,Sikkim,2.08,41.07,40.22,1916257,40614,Northeast
2023-05-10,Tamil Nadu,3.43,50.86,49.11,1115761,39618,South
2023-05-10,Telangana,4.99,48.34,45.93,1148398,60372,South
2023-05-10,Tripura,8.4,38.99,35.72,660693,60568,Northeast
2023-05-10,Uttar Pradesh,5.17,46.06,43.68,548682,29913,North
2023-05-10,Uttarakhand,3.34,38.98,37.67,1177223,40720,North
2023-05-10,West Bengal,4.42,53.03,50.69,599550,27756,East
2023-05-10,Delhi,15.82,45.13,37.99,1388528,260897,North
2023-05-10,Jammu & Kashmir,13.77,44.98,38.79,1074773,171630,North
2023-06-09,Andhra Pradesh,5.67,44.26,41.75,2048041,123208,South
2023-06-09,Arunachal Pradesh,3.68,45.15,43.49,1199822,45824,Northeast
2023-06-09,Assam,7.7,47.9,44.2,1808033,150938,Northeast
2023-06-09,Bihar,10.09,52.69,47.38,1211007,135854,East
2023-06-09,Chhattisgarh,3.31,54.43,52.63,1914283,65616,Central
2023-06-09,Goa,8.19,39.41,36.19,1586212,141462,West
2023-06-09,Gujarat,2.49,47.35,46.17,1097513,27995,West
2023-06-09,Haryana,17.87,52.92,43.46,616299,134117,North
2023-06-09,Himachal Pradesh,6.98,38.93,36.21,1764709,132388,North
2023-06-09,Jharkhand,8.21,46.71,42.88,775661,69377,East
2023-06-09,Karnataka,3.22,43.18,41.79,571344,18990,South
2023-06-09,Kerala,10.72,40.19,35.88,660411,79310,South
2023-06-09,Madhya Pradesh,3.88,41.87,40.24,502173,20258,Central
2023-06-09,Maharashtra,6.81,43.66,40.68,1924256,140542,West
2023-06-09,Manipur,10.94,53.15,47.34,1217308,149480,Northeast
2023-06-09,Meghalaya,4.75,50.06,47.69,2349338,117185,Northeast
2023-06-09,Mizoram,1.72,41.13,40.42,273727,4796,Northeast
2023-06-09,Nagaland,20.29,38.37,30.59,1218965,310205,Northeast
2023-06-09,Odisha,4.62,48.3,46.07,1118337,54191,East
2023-06-09,Punjab,6.41,38.46,35.99,1449033,99304,North
2023-06-09,Rajasthan,24.47,47.1,35.58,941514,305063,North
2023-06-09,Sikkim,2.45,44.62,43.52,1955702,49101,Northeast
2023-06-09,Tamil Nadu,2.96,48.46,47.02,2196543,66885,South
2023-06-09,Telangana,5.69,54.35,51.26,1430412,86263,South
2023-06-09,Tripura,6.91,54.3,50.55,577622,42854,Northeast
2023-06-09,Uttar Pradesh,3.5,47.86,46.18,818079,29697,North
2023-06-09,Uttarakhand,2.96,54.98,53.35,398728,12159,North
2023-06-09,West Bengal,3.74,47.84,46.04,401315,15604,East
2023-06-09,Delhi,13.54,46.68,40.36,671812,105171,North
2023-06-09,Jammu & Kashmir,11.26,43.38,38.49,343121,43544,North
2023-07-09,Andhra Pradesh,5.0,47.7,45.32,2081546,109607,South
2023-07-09,Arunachal Pradesh,3.17,38.11,36.9,1530459,50170,Northeast
2023-07-09,Assam,6.47,42.38,39.64,1000714,69266,Northeast
2023-07-09,Bihar,8.95,49.78,45.32,1721970,169261,East
2023-07-09,Chhattisgarh,6.02,44.9,42.19,532149,34091,Central
2023-07-09,Goa,9.65,54.62,49.34,2141486,228840,West
2023-07-09,Gujarat,4.34,41.86,40.05,1180198,53534,West
2023-07-09,Haryana,17.1,49.81,41.3,1163865,240032,North
2023-07-09,Himachal Pradesh,7.06,40.9,38.01,847762,64391,North
2023-07-09,Jharkhand,5.94,43.9,41.29,1008765,63727,East
2023-07-09,Karnataka,1.46,51.5,50.75,1570160,23298,South
2023-07-09,Kerala,11.24,43.82,38.89,1612002,204094,South
2023-07-09,Madhya Pradesh,2.62,46.58,45.36,759163,20444,Central
2023-07-09,Maharashtra,4.25,38.15,36.53,1248413,55454,West
2023-07-09,Manipur,8.91,54.44,49.59,1522607,148868,Northeast
2023-07-09,Meghalaya,4.5,52.68,50.31,567215,26746,Northeast
2023-07-09,Mizoram,2.58,47.91,46.68,1741613,46043,Northeast
2023-07-09,Nagaland,18.89,44.32,35.95,329330,76694,Northeast
2023-07-09,Odisha,2.12,52.74,51.62,824899,17874,East
2023-07-09,Punjab,5.81,54.43,51.27,2467052,152128,North
2023-07-09,Rajasthan,23.23,53.22,40.86,1981655,599623,North
2023-07-09,Sikkim,0.5,45.54,45.31,881061,4427,Northeast
2023-07-09,Tamil Nadu,3.99,42.65,40.95,1561774,64916,South
2023-07-09,Telangana,4.55,38.88,37.11,267872,12760,South
2023-07-09,Tripura,6.27,43.37,40.65,1101344,73689,Northeast
2023-07-09,Uttar Pradesh,2.05,43.45,42.56,581016,12179,North
2023-07-09,Uttarakhand,1.67,47.8,47.0,2314835,39392,North
2023-07-09,West Bengal,2.53,42.11,41.04,1463444,38002,East
2023-07-09,Delhi,13.54,39.51,34.16,1211201,189645,North
2023-07-09,Jammu & Kashmir,12.65,39.09,34.14,1086663,157419,North
2023-08-08,Andhra Pradesh,3.9,52.31,50.27,319994,12991,South
2023-08-08,Arunachal Pradesh,2.81,52.34,50.88,1308245,37790,Northeast
2023-08-08,Assam,5.81,54.21,51.06,422250,26031,Northeast
2023-08-08,Bihar,8.09,41.38,38.04,785548,69126,East
2023-08-08,Chhattisgarh,4.51,40.14,38.32,691293,32668,Central
2023-08-08,Goa,9.01,42.06,38.27,559095,55359,West
2023-08-08,Gujarat,3.08,41.7,40.41,868882,27619,West
2023-08-08,Haryana,15.99,44.65,37.51,1835685,349294,North
2023-08-08,Himachal Pradesh,4.55,46.6,44.48,1779093,84831,North
2023-08-08,Jharkhand,5.15,52.59,49.88,2145986,116440,East
2023-08-08,Karnataka,2.08,43.32,42.42,328351,6963,South
2023-08-08,Kerala,8.62,49.93,45.62,248277,23434,South
2023-08-08,Madhya Pradesh,1.28,49.79,49.15,1940419,25239,Central
2023-08-08,Maharashtra,3.53,43.17,41.65,1729299,63241,West
2023-08-08,Manipur,10.29,50.36,45.18,1634608,187462,Northeast
2023-08-08,Meghalaya,2.03,54.79,53.67,812190,16833,Northeast
2023-08-08,Mizoram,2.03,53.56,52.47,631550,13073,Northeast
2023-08-08,Nagaland,19.44,50.78,40.91,1250602,301865,Northeast
2023-08-08,Odisha,3.2,43.67,42.28,1313489,43429,East
2023-08-08,Punjab,4.55,53.11,50.7,1552301,73951,North
2023-08-08,Rajasthan,23.52,38.87,29.73,460140,141510,North
2023-08-08,Sikkim,2.18,46.36,45.35,859893,19195,Northeast
2023-08-08,Tamil Nadu,1.87,43.49,42.67,708995,13547,South
2023-08-08,Telangana,2.69,45.89,44.66,491110,13553,South
2023-08-08,Tripura,6.48,51.19,47.87,1979957,137159,Northeast
2023-08-08,Uttar Pradesh,2.72,51.05,49.67,503038,14040,North
2023-08-08,Uttarakhand,2.99,47.82,46.39,1581214,48719,North
2023-08-08,West Bengal,4.02,45.79,43.95,1265473,52967,East
2023-08-08,Delhi,12.44,39.38,34.49,847511,120390,North
2023-08-08,Jammu & Kashmir,10.6,42.98,38.42,1135060,134607,North
2023-09-07,Andhra Pradesh,4.66,51.52,49.11,606594,29667,South
2023-09-07,Arunachal Pradesh,1.42,39.77,39.21,452775,6534,Northeast
2023-09-07,Assam,6.0,45.94,43.19,423305,27033,Northeast
2023-09-07,Bihar,8.98,49.04,44.64,1966701,194108,East
2023-09-07,Chhattisgarh,3.98,39.28,37.72,379344,15725,Central
2023-09-07,Goa,7.93,38.84,35.76,593131,51061,West
2023-09-07,Gujarat,1.22,44.55,44.0,2087331,25673,West
2023-09-07,Haryana,15.85,48.38,40.71,1733197,326370,North
2023-09-07,Himachal Pradesh,4.74,50.51,48.12,836225,41621,North
2023-09-07,Jharkhand,5.91,48.86,45.98,935314,58756,East
2023-09-07,Karnataka,1.0,38.42,38.04,1382647,13919,South
2023-09-07,Kerala,9.11,50.33,45.75,1950485,195460,South
2023-09-07,Madhya Pradesh,3.5,40.18,38.77,1328330,48239,Central
2023-09-07,Maharashtra,5.1,54.7,51.91,2389702,128340,West
2023-09-07,Manipur,10.01,44.16,39.74,1676537,186422,Northeast
2023-09-07,Meghalaya,3.18,49.93,48.34,1240820,40789,Northeast
2023-09-07,Mizoram,0.86,45.97,45.58,2132443,18423,Northeast
2023-09-07,Nagaland,17.43,48.9,40.37,768097,162165,Northeast
2023-09-07,Odisha,2.54,54.53,53.15,1126864,29396,East
2023-09-07,Punjab,5.77,46.12,43.46,912132,55902,North
2023-09-07,Rajasthan,23.94,50.16,38.15,651121,204939,North
2023-09-07,Sikkim,1.15,43.37,42.87,455942,5315,Northeast
2023-09-07,Tamil Nadu,1.38,48.16,47.49,2096246,29384,South
2023-09-07,Telangana,3.63,53.14,51.22,1291001,48587,South
2023-09-07,Tripura,6.1,49.4,46.39,1946389,126395,Northeast
2023-09-07,Uttar Pradesh,2.18,42.16,41.24,988069,22001,North
2023-09-07,Uttarakhand,2.19,41.27,40.37,386919,8657,North
2023-09-07,West Bengal,2.18,53.49,52.32,2193594,48818,East
2023-09-07,Delhi,11.97,43.82,38.58,1141500,155217,North
2023-09-07,Jammu & Kashmir,11.58,39.55,34.97,1365606,178902,North
2023-10-07,Andhra Pradesh,3.5,41.2,39.76,528419,19176,South
2023-10-07,Arunachal Pradesh,2.49,38.97,38.0,1195107,30505,Northeast
2023-10-07,Assam,6.2,51.93,48.71,959803,63414,Northeast
2023-10-07,Bihar,7.85,43.94,40.5,1289198,109767,East
2023-10-07,Chhattisgarh,4.42,47.87,45.76,1755981,81177,Central
2023-10-07,Goa,8.34,49.48,45.35,646938,58862,West
2023-10-07,Gujarat,1.03,40.21,39.8,1409897,14609,West
2023-10-07,Haryana,16.25,52.6,44.05,2128680,412924,North
2023-10-07,Himachal Pradesh,4.5,39.8,38.0,1580129,74522,North
2023-10-07,Jharkhand,6.19,47.84,44.88,1472954,97252,East
2023-10-07,Karnataka,1.49,52.19,51.41,387097,5841,South
2023-10-07,Kerala,10.2,50.71,45.53,1971069,223990,South
2023-10-07,Madhya Pradesh,3.34,43.34,41.89,2015429,69638,Central
2023-10-07,Maharashtra,3.13,38.57,37.36,1161624,37487,West
2023-10-07,Manipur,11.04,40.99,36.47,568585,70542,Northeast
2023-10-07,Meghalaya,2.77,46.4,45.12,2083102,59271,Northeast
2023-10-07,Mizoram,0.75,50.9,50.52,1390699,10541,Northeast
2023-10-07,Nagaland,17.82,53.5,43.97,509895,110583,Northeast
2023-10-07,Odisha,2.33,40.66,39.72,1420044,33902,East
2023-10-07,Punjab,6.46,48.09,44.99,1752948,121088,North
2023-10-07,Rajasthan,22.81,44.89,34.65,1707729,504778,North
2023-10-07,Sikkim,0.5,42.97,42.75,780966,3924,Northeast
2023-10-07,Tamil Nadu,2.52,42.29,41.23,1904129,49139,South
2023-10-07,Telangana,2.16,42.52,41.6,1884959,41543,South
2023-10-07,Tripura,7.16,53.42,49.6,624602,48138,Northeast
2023-10-07,Uttar Pradesh,1.83,54.46,53.47,1356971,25249,North
2023-10-07,Uttarakhand,2.24,43.13,42.16,568050,13025,North
2023-10-07,West Bengal,3.93,43.16,41.47,380927,15563,East
2023-10-07,Delhi,13.41,40.4,34.99,380105,58855,North
2023-10-07,Jammu & Kashmir,10.54,48.94,43.78,607389,71543,North
2023-11-06,Andhra Pradesh,6.13,47.13,44.25,1569419,102440,South
2023-11-06,Arunachal Pradesh,1.74,49.61,48.74,1622761,28753,Northeast
2023-11-06,Assam,7.43,47.68,44.14,1874062,150377,Northeast
2023-11-06,Bihar,8.76,54.86,50.05,618769,59420,East
2023-11-06,Chhattisgarh,5.22,54.66,51.8,2556668,140876,Central
2023-11-06,Goa,8.71,49.67,45.35,723859,69062,West
2023-11-06,Gujarat,2.1,51.27,50.19,2306805,49590,West
2023-11-06,Haryana,17.16,44.51,36.87,1230679,254940,North
2023-11-06,Himachal Pradesh,4.57,43.28,41.3,1622825,77752,North
2023-11-06,Jharkhand,4.8,53.92,51.33,2429419,122582,East
2023-11-06,Karnataka,1.56,50.54,49.75,814791,12876,South
2023-11-06,Kerala,9.86,39.14,35.28,601956,65832,South
2023-11-06,Madhya Pradesh,3.34,50.26,48.58,805080,27786,Central
2023-11-06,Maharashtra,5.33,50.23,47.55,297948,16763,West
2023-11-06,Manipur,12.31,40.48,35.5,1492254,209481,Northeast
2023-11-06,Meghalaya,2.81,42.0,40.82,1402132,40525,Northeast
2023-11-06,Mizoram,2.95,39.83,38.65,222668,6775,Northeast
2023-11-06,Nagaland,17.36,53.46,44.18,756943,159050,Northeast
2023-11-06,Odisha,3.3,49.27,47.64,2308039,78787,East
2023-11-06,Punjab,5.78,53.57,50.48,1394596,85478,North
2023-11-06,Rajasthan,23.43,54.62,41.82,2023790,619421,North
2023-11-06,Sikkim,1.11,40.78,40.33,745103,8330,Northeast
2023-11-06,Tamil Nadu,2.12,51.87,50.77,1118178,24244,South
2023-11-06,Telangana,3.85,39.5,37.98,774828,31033,South
2023-11-06,Tripura,7.47,45.07,41.71,521091,42082,Northeast
2023-11-06,Uttar Pradesh,3.03,54.77,53.1,2227076,69669,North
2023-11-06,Uttarakhand,2.38,38.96,38.04,396218,9655,North
2023-11-06,West Bengal,4.01,47.87,45.95,2150306,89882,East
2023-11-06,Delhi,13.83,45.58,39.28,1448718,232560,North
2023-11-06,Jammu & Kashmir,11.34,50.44,44.72,573702,73383,North
